,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,release_month,day_of_release
4079,Don't,Don't,Bryson Tiller,2015-05-20,USRC11501052,4058,21.1,1281704427,1277,342709,37.0,506308579,3063149,,,,52266003,47,29081,,,,3,644840340,265115,,,0,5,Wednesday
4080,Little Do You Know,Little Do You Know,Alex & Sierra,2014-01-01,USSM11404193,4077,21.1,732651478,76941,29043662,65.0,511428536,5924267,1005996,"76,255,229",663477196,18664403,37,198,,20,83357,8,475143620,284882,,1350264,0,1,Wednesday
4081,Travesuras,Travesuras,Nicky Jam,2014-01-27,COC011329796,4078,21.1,308811426,35237,11639231,61.0,1182676666,3048769,279517,"1,805,891",24662350,247807333,46,13710,89,24,104500,,204533906,119930,,4690577,0,1,Monday
4082,Mayor Que Usted,Mayor Que Usted - Single,NATTI NATASHA,2022-06-17,USB272200101,4068,21.1,120404381,17334,6356554,54.0,217520607,1240522,,,,225074756,17,22234,189,6,61127,13,15594160,1357,,446475,0,6,Friday
4083,Tï¿½ï¿½moignage (L,Tï¿½ï¿½moignage (Live) - Si,Eunice Manyanga,2022-11-28,USL4Q2261458,4067,21.1,740008,335,8055,34.0,22163251,83415,1489200,"4,126,117",81729317,,1,,,,,,,,,106673,0,11,Monday
4084,ALCH SI,Alch Si,Carin Leon,2023-11-30,BK4DA2323373,4061,21.1,125938742,6042,9378348,,44462722,287551,,,,273265348,5,,,10,8755716,13,,,,306536,0,11,Thursday
4085,FARDOS,FARDOS,JC Reyes,2024-02-16,BK4DA2403089,4072,21.1,52585215,5947,11632200,71.0,17820860,131403,,,,80680292,9,1988,,7,537320,4,,,,175168,0,2,Friday
4086,Martini,Martini,Dei V,2024-04-25,QZWA32200524,4073,21.1,19104053,2466,16540673,72.0,7306812,69075,,,,337420,11,24,,2,34690,8,47845,43,184639,65699,1,4,Thursday
4087,Favorite Song - Sped Up,Favorite Song (Versions) - Single,Toosii,2023-02-17,USUM72302519,4066,21.1,11923405,2423,1259173,41.0,,,1499296,"63,387,833",527232531,,1,281,,,,8,269872,4453,,151982,0,2,Friday
4088,Out Of My Hands,WE STILL DON'T TRUST YOU,Future,2024-04-12,USSM12403103,4062,21.1,19420471,5261,2177045,,2121380,35442,,,,,1,27,,,,,149594,198,,91683,1,4,Friday
4089,LOT OF ME,We Love You Tecca 2,Lil Tecca,2021-08-27,USUM72113387,4069,21.1,318061543,75726,14866086,73.0,44097619,664394,209608,"39,645,243",300555534,3338216,4,99,11,,,9,2366166,13479,,284740,0,8,Friday
4090,Someone Like You,538 Hitzone 58,Adele,2011-07-07,NLD141100065,4080,21.1,,39,10847,,2403713406,11349859,,,,1836056376,,,,,,,,,,,0,7,Thursday
4091,Mil Veces,Mil Veces,Anitta,2023-10-20,USUG12307259,4070,21.1,58594676,4863,7797990,,51423861,642905,161312,"47,894,998",539493388,81965895,16,8512,,34,952107,25,140407,124,,163905,0,10,Friday
4092,Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui),Yaar Ka Sataya Hua Hai,B Praak,2023-07-03,INUM72300807,4060,21.1,45306335,1868,1204901,54.0,147259041,1596909,39300,"1,536,089",42269499,85756632,,371,,,,3,178,,,88781,0,7,Monday
4093,Members Only (feat. PARTYNEXTDOOR),For All The Dogs,Drake,2023-10-06,USUG12306079,4075,21.1,64168685,21270,4593922,,8485348,63704,,983,11535,32269965,6,57,,,,1,3126381,1798,,222113,1,10,Friday
4094,King's Dead (with Kendrick Lamar & Future),King''s Dead (with Kendrick Lamar & Future),Jay Rock,2018-01-12,USUM71714093,4081,21.1,597167984,106817,22130665,65.0,229946161,2833259,829396,"189,935,359",1101118641,16932626,84,2107,38,27,106997,16,85519386,49601,2310759,2571189,1,1,Friday
4095,Aashiq Awaara (feat. Sunidhi Chauhan),ONE (Original Never Ends),Badshah,2018-08-17,INS171806603,4056,21.1,2574126,400,134449,27.0,1033803791,4709012,158,"16,676",2785871,100641302,4,150,,,,2,462916,,,17003,0,8,Friday
4096,Off The Record,Off The Record,IVE,2023-10-06,QMDA72364151,4064,21.1,58048453,6562,1953126,,67978137,688436,86755,"5,327,214",51771253,567722458,9,518,,3,377,9,143565,87,210536,118130,0,10,Friday
4097,BABY SAID,RUSH!,Mï¿½ï¿½ne,2023-01-20,ITB002200844,4057,21.1,166942258,24993,16530205,71.0,23143608,205874,8410,"2,746,100",39481015,65085,26,62922,17,36,472187,19,2760534,758,,1172656,0,1,Friday
4098,Gangstas,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013354,4065,21.1,234889039,106769,6840214,62.0,121584355,1028988,116976,"8,193,597",118304933,9912,12,224,,3,68030,,18538610,3946,,754490,1,7,Friday
4099,Too Good,Views,Drake,2016-04-29,USCM51600088,4074,21.1,1052473730,126251,30938220,68.0,10990620,127032,822513,"34,368,983",308797315,,176,28897,1,33,256100,22,363023813,129377,,4577263,1,4,Friday
4100,Alone,Alone,Rod Wave,2022-08-09,USQX92203746,4098,21.0,64562541,14704,1868777,55.0,63051891,588504,28159,"4,803,835",38123007,177562407,11,1310,181,1,2011,3,20018298,19518,14854093,262393,1,8,Tuesday
4101,Veggie Dance - Remix,Veggie Dance (Remix) - Single,Gracie's Corner,2024-05-31,CH7819500531,4091,21.0,173242,19,378669,,7618257,63190,226,,,,,,,,,,2218,115,,3079,0,5,Friday
4102,One Up,One Up,Central Cee,2022-10-13,US39N2202101,4101,21.0,130784398,51124,9618606,62.0,36578844,497282,6745,"1,883,130",32710454,188396283,10,725,484,3,14835,9,194128,195,,222376,0,10,Thursday
4103,idfc,Idfc,blackbear,2014-10-26,TCACB1407069,4117,21.0,703008289,107737,27795750,65.0,676519290,8302787,460509,"154,879,439",1202118262,224802094,13,24,4,5,7400,1,136776071,102864,,7920489,1,10,Sunday
4104,Revisando El Celu,Revisando El Celu,HCTM,2022-08-03,SGB502230698,4093,21.0,8761,12,1508,,30515,811,2300000,"15,589,426",290930740,,,,,,,,,,,7836,0,8,Wednesday
4105,"Not Ramaiya Vastavaiya (From ""Jawan"")","Not Ramaiya Vastavaiya (From ""Jawan"")",Anirudh Ravichander,2023-08-29,INS182302435,4085,21.0,46879854,2866,999328,,122041931,1323316,,,,156331427,6,528,,,,6,,,,36868,0,8,Tuesday
4106,"Are You Going to See the Rose in the Vase, or the Dust on the Table","Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,2024-04-19,QZAPK2000495,4116,21.0,28870396,4298,15228224,78.0,2640169,75740,,,,1569095,2,3,103,3,77456,3,522361,224,,,1,4,Friday
4107,Only Girl (In The World),Loud (Japan Version),Rihanna,2010-01-01,USUM71023200,4090,21.0,1085436198,192284,82258717,78.0,162454294,1193141,853,"131,167",1513290,,113,227403,212,70,1528409,40,507023502,273933,1394635,6724803,0,1,Friday
4108,OTW,OTW,Khalid,2018-04-20,USRC11801716,4087,21.0,623201391,89059,15406560,63.0,221457313,1349006,10462,"916,392",10583591,14234132,57,14634,11,23,135840,7,267823391,61526,,2434197,1,4,Friday
4109,Who Needs Love,Who Needs Love,Trippie Redd,2019-11-19,QZJ841900065,4107,21.0,238027193,60128,8306828,4.0,79782493,1147086,5653,"2,048,070",13194733,1105379,16,8,,6,107847,,11167136,19422,39901762,340905,1,11,Tuesday
4110,We Laugh And Clap At The Circus,Crash Recoil,Surgeon,2023-03-17,DEF272335104,4115,21.0,37199,138,30013,11.0,223830750,451451,,,,,,3,,,,,245,,,,0,3,Friday
4111,Hit Different,Hit Different,SZA,2020-09-04,USRC12002998,4097,21.0,254979267,50550,13267378,63.0,234785367,2333652,56460,"10,523,558",76024269,1748619,86,46258,19,32,760820,28,64371686,18949,1578488,961364,1,9,Friday
4112,Como En Los Viejos Tiempos,Como En Los Viejos Tiempos - Single,Eden Muï¿½ï,2023-11-20,QZYYM2300004,4088,21.0,37831332,2880,3850183,,60890936,243887,,"748,585",13570678,316358406,9,5168,3,6,60268,1,6537667,835,,304233,0,11,Monday
4113,Baby Car,ýýýýýýýýý ýýýýýý ýýýýýýýýýýýý,Bebefinn,2022-10-28,KRE672200293,4110,21.0,,3,29,,294039774,440593,,"21,660",1606012,,,,,,,,,,,,0,10,Friday
4114,Rubicon Drill,Forever - EP,Laddi Chahal,2022-11-16,DGA062247225,4082,21.0,152564352,10841,5578293,65.0,179053648,1433419,152500,"2,597,157",34263765,795121,10,30,,,,4,,,,170858,0,11,Wednesday
4115,Un Cigarrillo,Un Cigarrillo,Chencho Corleone,2023-05-04,QZXSR2300001,4109,21.0,113402349,14752,9813030,66.0,69436829,416921,34800,"2,064,549",32900841,33684945,15,14160,208,9,93689,9,8088042,838,,471584,0,5,Thursday
4116,Nhï¿½ï¿½ï¿½ Ngï¿½ï¿½ï¿½ï¿½ï¿½i Hay Nhï¿½ï¿½,Nhï¿½ï¿½ï¿½ Ngï¿½ï¿½ï¿½ï¿½ï¿½i Hay Nhï¿½ï¿½,Chau Dang Khoa,2021-04-30,QZMHN2025919,4096,21.0,30269,40,6367,,,,3665693,"73,808,514",1603097724,,,,,,,,,,,,0,4,Friday
4117,Birthday Sex,Jeremih (Edited Version),Jeremih,2009-01-01,USUM70959630,4099,21.0,481414844,93752,22844956,65.0,324947792,2954295,9,"30,028",258300,23357713,36,21097,8,8,113774,14,442778851,1426966,,3371435,0,1,Thursday
4118,Paradise,Paradise,Sophie and the Giants,2023-06-16,DEUM72307270,4112,21.0,31823450,7077,7832473,60.0,3419656,26067,,,,,23,121303,,26,234938,18,,,,957656,0,6,Friday
4119,Los Patitos,Grandes Clï¿½ï¿½sicos Infantiles (Vol,El Reino Infantil,2010-04-20,ARF060903046,4086,21.0,3415634,316,287926,34.0,2160514390,2891961,463,"8,474",501700,,,,,,,,,,,109,0,4,Tuesday
4120,Te Ire A Buscar,Te Ire a Buscar,Santa Fe Klan,2019-06-18,USHM21919246,4106,21.0,305231016,27465,4259174,66.0,647042101,3851962,63528,"12,891,074",130611371,2652958,10,20,,8,160804,7,13218062,4082,,667427,0,6,Tuesday
4121,DORA,DORA - Single,FARIANA,2024-03-14,QM4TX2443952,4100,21.0,11328011,1389,3210604,64.0,30326697,282371,1804,"18,400,796",165220930,8850495,8,513,588,3,6496,6,347060,134,,186737,1,3,Thursday
4122,Better Place (From TROLLS Band Together),Better Place (From TROLLS Band Together),*NSYNC,2023-09-29,USRC12301385,4095,21.0,69041864,10118,7035846,,27951941,273780,13519,"6,248,728",57013361,65010,31,44,19,19,77583,36,7400345,18047,,877878,0,9,Friday
4123,Spicy Margarita,Spicy Margarita,Jason Derulo,2024-01-25,USAT22314111,4118,21.0,37640497,4937,3578804,4.0,8782557,173663,,"349,900",11800000,102714703,10,20426,,10,45058,42,1291893,1211,,461736,0,1,Thursday
4124,Cry,Cry,Cigarettes After Sex,2019-10-25,USBQU1900121,4105,21.0,499764238,79594,30626148,78.0,100443510,1071510,86986,"72,851,545",438475493,594980,3,114,,4,116015,4,2025228,2070,14935595,1822950,0,10,Friday
4125,Tequila,Tequila,Dan + Shay,2018-01-10,USWB11702518,4092,21.0,601987422,52580,11498486,65.0,54165764,456799,82872,"4,294,884",43174144,3693637,3,204810,138,5,1242,60,324897256,142351,9599130,,0,1,Wednesday
4126,Energy,Energy,Digga D,2023-03-09,GB2DY2300114,4113,21.0,43078993,31275,2195709,52.0,10699230,123634,134000,"30,597,301",306310318,,9,3645,103,,,5,28410,47,4102693,128246,1,3,Thursday
4127,Rockstar (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,2020-10-02,USRH12000116,4084,21.0,537623170,4310,1312897,66.0,,,,,,,29,,,,,7,297540832,303019,,,0,10,Friday
4128,Amorfoda,Amorfoda,Bad Bunny,2018-02-15,TCADM1875911,4111,21.0,3397421,1410,314487,,1134960177,8754011,,,,174940178,,,,,,,,,,,0,2,Thursday
4129,ýýýýýýýýýýýý,ýýýýýýýýýýýý,Omoinotake,2024-01-24,JPU902305217,4114,21.0,46082088,1755,5204396,72.0,45934211,265825,,,,541294021,36,442,,1,9615,3,,,,290079,0,1,Wednesday
4130,Polaroid Love,DIMENSION : ANSWER,ENHYPEN,2022-01-10,USA2P2146748,4102,21.0,283455095,30103,7031163,68.0,153119745,2763024,574323,"302,839,855",2468865989,118249917,9,3305,21,2,6152,14,1479536,1384,,401676,0,1,Monday
4131,HONEY (ARE U COMING?),RUSH!,Mï¿½ï¿½ne,2023-01-20,ITB002301189,4083,21.0,119853822,19565,11856255,,37691895,577863,5020,"3,012,428",47259081,18252082,41,81324,158,28,322293,39,2063738,533,174913,800498,0,1,Friday
4132,What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,2020-01-17,USUG11904422,4104,21.0,505295731,47908,25022588,64.0,151335556,1772300,25388,"5,343,796",48126470,97714946,76,211790,222,36,463898,46,51486501,36350,208843,2572578,0,1,Friday
4133,Gyal You a Party Animal - Sped Up,Gyal You a Party Animal (Sped Up) - Single,Charly Black,2022-12-16,FR81J2300013,4089,21.0,36044532,9007,1425539,51.0,,,1514400,"280,329,364",3580517630,,1,12,,,,1,,,,89527,0,12,Friday
4134,Do It Again,Do It Again,Pia Mia,2015-05-04,USUM71505606,4094,21.0,520407542,64298,14431993,66.0,648838091,2919414,3394835,"66,783,189",523812670,158640173,24,112,,9,64296,,42513830,36476,589758,233549,1,5,Monday
4135,Di Mochkila,Di Mochkila,Oualid,2024-01-05,NL4LA2300002,4103,21.0,7506086,2054,1830094,,63598076,407070,,,,75106131,1,669,,,,,,,,126726,0,1,Friday
4136,Lemon,Lemon,Kenshi Yonezu,2018-03-14,JPU901800227,4108,21.0,194955459,27767,4609513,63.0,918297076,3387075,10560,"2,261,247",19949350,585794619,39,1953,,3,7049,4,163464,594,,608684,0,3,Wednesday
4137,Margiela,Margiela,Ezhel,2023-10-26,QMFME2377602,4135,20.9,66553836,11570,1999209,,33759085,174360,85785,"4,651,599",101413456,206584406,5,1632,,3,6799,,,,,133037,1,10,Thursday
4138,Me and My Brother,Me and My Brother,5ive,2019-07-12,USQX91901641,4131,20.9,111894875,36302,1840798,59.0,113044166,1165613,1110500,"57,069,383",505795992,,1,9,,,,,,,42037834,,1,7,Friday
4139,How To Love,Tha Carter IV (Deluxe),Lil Wayne,2011-01-01,USCM51100147,4130,20.9,302419750,54906,12043337,61.0,369321004,2498223,61167,"5,309,565",64070340,36077730,25,10909,7,7,32140,9,516218858,1208821,,2070955,0,1,Saturday
4140,A Tu Manera,A Tu Manera,Junior H,2024-02-16,QZ9QQ2400131,4138,20.9,60248282,3109,4140595,,28873716,428928,,,,395098267,5,51,,4,1290245,2,2542304,782,33816,134122,0,2,Friday
4141,SNEAKERS,CHECKMATE,ITZY,2022-07-15,US5TA2200033,4128,20.9,95952617,10516,3921848,56.0,259567120,4792675,94849,"110,711,487",745339618,136531328,7,1906,54,4,9169,16,320748,429,,203035,0,7,Friday
4142,FLECHAZO EN EL CENTRO,TU DUO FAVORITO,YSY A,2023-09-06,QZNJZ2390819,4142,20.9,116625807,13718,8793008,72.0,53669961,300699,,42,305,1485906,,108,,5,287329,9,221,,,57601,0,9,Wednesday
4143,LET THE WORLD BURN,LET THE WORLD BURN,Chris Grey,2024-03-08,QZZ662445642,4136,20.9,35384383,3522,9365423,74.0,9732061,192816,,,,,4,,,,,,123192,766,1164565,91407,1,3,Friday
4144,Solar Eclipse,Solar Eclipse,YoungBoy Never Broke Again,2018-01-11,USAT21705449,4134,20.9,99037719,22065,2853491,55.0,183585531,1079875,15596,"3,651,900",21367061,3933494,7,43,,1,4717,,69290303,41418,74211875,470384,1,1,Thursday
4145,Before You Go - Guitar Acoustic,Before You Go EP,Lewis Capaldi,2020-01-24,DEUM72000017,4120,20.9,52223414,4281,4580882,55.0,,,3360,"1,029,619",13055824,,6,736661,,9,31545,,2751360,4551,,145876,0,1,Friday
4146,ASAP,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,USA2P2330074,4133,20.9,112730335,14089,1750375,67.0,60693447,1433258,99500,"22,267,739",205967218,9441934,5,216,2,,,2,460358,372,,118065,0,7,Friday
4147,No Switch,Colors (Deluxe),YoungBoy Never Broke Again,2022-01-21,USAT22200200,4119,20.9,53849840,27244,2184520,60.0,60416082,619963,23588,"5,255,275",40727724,265664414,,528,4,,,,2506210,7341,20423284,354115,1,1,Friday
4148,How Did It End?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,USUG12402543,4140,20.9,72634553,2185,14312275,,6010840,84048,,,,,6,48,,,,21,651838,393,,,0,4,Friday
4149,Vivencias,Vivencias - Single,Kayz66,2024-06-07,QZNWT2449758,4121,20.9,11495032,4,2765,,,,,,,,,,,,,,,,,162862,1,6,Friday
4150,Rude Boy (Superbowl Klean),Rude Boy (Superbowl Klean) - Single,DJ San,2023-02-21,QZDA82340022,4127,20.9,121283,195,9168,,230828310,3555140,,,,,,447,,,,,,,,39003,1,2,Tuesday
4151,Heatin Up (feat. Gunna),My Turn,Lil Baby,2020-02-28,USUG12000045,4122,20.9,198573138,71523,11208233,61.0,63795996,496579,134785,"27,420,940",279168145,6268640,25,855,,2,54,2,65628419,6801,23718086,451842,1,2,Friday
4152,Sleazy Flow (with Lil Baby) - Remix,Sleazy Flow (Remix),SleazyWorld Go,2022-05-26,USUG12202987,4129,20.9,127742133,48520,14617698,58.0,,,17628,"4,707,388",45573722,,20,49234,133,,,18,51580146,8433,,806866,1,5,Thursday
4153,Run BTS,Proof,BTS,2022-06-10,USA2P2226298,4132,20.9,439395056,23010,21676194,71.0,,,1159736,"489,821,873",2849048545,,6,1176,,2,25844,9,1661771,2708,,951555,0,6,Friday
4154,Never Sleep (feat. Lil Baby),Never Sleep,NAV,2022-07-29,USUM72214489,4123,20.9,130902100,56267,17813781,56.0,24521973,347778,75,"72,402",505539,4036644,29,3981,165,6,439423,11,19232624,1120,,555191,1,7,Friday
4155,Iï¿½ï¿½ï¿½m Ju,Barbie The Album,Ryan Gosling,2023-07-21,USAT22305736,4124,20.9,126219979,18525,2916952,60.0,28725678,608921,97794,"79,338,367",560299833,1863971072,22,,18,4,39010,14,998674,8241,,363187,0,7,Friday
4156,Sugardaddy,Sugardaddy - Single,Roxy Dekker,2024-04-04,NL9RM2300006,4141,20.9,33677357,4771,7366163,73.0,2034940,16504,,,,2606582,8,4571,,14,489644,,,,,34753,0,4,Thursday
4157,Wild Thoughts (feat. Rihanna & Bryson Tiller),"P. Advisory, part 1",DJ Khaled,2017-12-29,FR0Z50033946,4139,20.9,,,,,1189768676,6332571,,,,243264399,,,,,,,,,,,0,12,Friday
4158,In Your Eyes (feat. Alida),In Your Eyes (feat. Alida),Robin Schulz,2020-01-10,DEA621901341,4126,20.9,335496248,59904,11559966,56.0,152789030,979615,142462,"22,247,545",213316577,44264997,60,179093,,55,995213,11,1642602,,2552411,5004409,0,1,Friday
4159,Save Me (with Lainey Wilson),Save Me (with Lainey Wilson),Jelly Roll,2023-05-11,QMRSZ2300359,4125,20.9,95946720,13156,15537858,6.0,,,,,,,,,,15,7631939,,99124323,25582,,,0,5,Thursday
4160,ROLLIN N CONTROLLIN FREESTYLE,Woo Shit,DUSTY LOCANE,2020-08-06,USUYG1329885,4137,20.9,153213678,70131,7126412,53.0,66414830,840510,105736,"102,787,553",648833938,4166998,8,1242,,2,285,,1830754,2960,23893875,642918,1,8,Thursday
4161,GO (feat. Juice WRLD),GO (feat. Juice WRLD),The Kid LAROI,2020-06-12,USSM12003703,4146,20.8,488253341,108963,14479778,63.0,100109974,1553178,30990,"14,133,727",89767528,9762188,44,1100,,23,129806,5,16247484,11503,,,1,6,Friday
4162,Backyard Boy,BeVerly Hills BoYfRiEnd,Claire Rosinkranz,2020-08-14,QZHN62022495,4168,20.8,271235105,63488,12356624,60.0,89752088,1466031,1505601,"365,097,927",2633643813,2461843,29,4084,526,8,16632,6,9035636,7104,,676098,0,8,Friday
4163,Bohemian Rhapsody,Absolute Greatest,Queen,2009-11-16,GBCEE0900148,4147,20.8,2486908570,264,18456,,2036268766,14592615,,,,1516220978,,,,,,,,,,,0,11,Monday
4164,Back It up and Dump It (Dump Truck),Back It Up and Dump It (Dump Truck),GC Eternal,2013-07-09,QMT571100025,4169,20.8,10019831,3056,2201159,55.0,2990740,46453,2936600,"193,909,814",1685552133,6013908,1,7,79,1,19564,12,,,,66875,0,7,Tuesday
4165,"Salamin, Salamin",Talaarawan - EP,BINI,2024-03-08,PHS032402600,4156,20.8,58823260,1070,13784216,78.0,30355534,290040,,"2,121,743",25814718,36077293,5,190,,2,74524,,,,,13910,0,3,Friday
4166,Skyfall - Full Length,Skyfall,Adele,2012-10-04,GBBKS1200164,4159,20.8,694094195,116469,65565928,78.0,619905722,4186117,235100,"79,381,856",510915665,346275194,60,35051,,55,596330,22,82919152,284932,,8333219,0,10,Thursday
4167,Beautiful Girls,Groove So Much !,Sean Kingston,1998-04-03,USSM10701781,4155,20.8,178339925,189706,77373837,72.0,1499385808,12220360,7779004,"94,939,587",803719645,193830298,100,17526,89,75,792050,12,208219623,222153,,4403782,0,4,Friday
4168,Saawariya,Saawariya,Aastha Gill,2021-10-08,INS172104096,4153,20.8,28805237,1873,836098,45.0,153101388,1717781,2100000,"11,995,964",212490319,,1,270,,,,1,,,,105909,0,10,Friday
4169,Mon amour,Mon amour,Slimane,2023-11-08,FRDZ22300550,4157,20.8,53969524,4597,8850447,63.0,33219103,317942,8208,"197,907",4711140,109136641,30,25988,,36,17495352,27,9595,26,,470221,0,11,Wednesday
4170,ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýý,2021-01-20,FR10S2137488,4151,20.8,21970517,11053,436364,45.0,455300901,1789364,187100,"17,952,393",433329532,1129669,17,11,,2,5452,,,,,2938941,0,1,Wednesday
4171,ýýýýýýýýýý ýýýýýýýýýýýý (ýýýýýýýýýýýýýý),ýýýýýýýýýý ýýýýýýýýýýýý (ýýýýýýýýýýýýýý),5ï¿½ï¿½ï¿,2023-06-02,RUA1D2354001,4162,20.8,7375613,3903,471206,54.0,136297891,653910,107200,"8,177,945",130470945,409137727,4,1586,,,,,,,,,0,6,Friday
4172,Fly high to cloud nine,Fly high to cloud nine,Terry Flow,2022-09-12,QZNWV2289511,4165,20.8,752826,6,15634,13.0,,,,,,,,,,,,,,,34268178,1,1,9,Monday
4173,Rainfall,Rainfall,Tom Santa,2022-02-18,GBUM72200893,4167,20.8,164856432,76735,44649643,70.0,13263610,131789,620,"141,091",1806528,,10,393,51,17,26550,14,4678,77,,473453,0,2,Friday
4174,Por el Resto de Tu Vida,Por el Resto de Tu Vida,Christian Nodal,2023-01-27,QZQPC2100077,4150,20.8,199953495,13323,14658527,70.0,107763494,557859,,,,122418280,17,12281,24,12,334029,23,20451203,1814,,464296,0,1,Friday
4175,Earth,Earth,Lil Dicky,2019-04-18,QMRSZ1900492,4152,20.8,211158013,32331,3138494,54.0,522628926,13614101,492800,"61,379,665",512503154,160837250,5,167,,5,2418,2,4932099,113373,,1007773,1,4,Thursday
4176,23 Preguntas,23 Preguntas - Single,Anuel AA,2021-08-23,QMFME2196017,4158,20.8,154250706,31969,7964623,66.0,284578688,1844499,48300,"5,657,914",57372493,25292068,20,1699,,7,2284818,6,8480611,2227,,435928,1,8,Monday
4177,Souk,Souk,Samara,2024-05-06,LBA0H2009248,4145,20.8,1477559,107,794717,,17185672,182233,,,,,2,1,,1,62559,,158,,,27583,1,5,Monday
4178,Mi Gata,Mi Gata - Single,Standly,2021-11-11,QZNWY2151576,4154,20.8,141747648,34061,3059194,57.0,66264480,524414,1199989,"149,254,337",2053061623,,6,2279,,2,2051,,,,,2195940,0,11,Thursday
4179,Chillax,Visionary,Farruko,2015-10-23,USSD11500378,4148,20.8,366268077,40643,11704627,63.0,1013772791,3053038,416000,"66,374,357",600274227,150946913,28,4484,28,20,180869,12,115556623,30706,,2925079,0,10,Friday
4180,ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,DJ Tao,2023-11-23,CLAA22300335,4161,20.8,64143264,8734,11153394,68.0,47157935,211960,,,,195623398,,433,,5,25450,7,,,,52060,0,11,Thursday
4181,Bilmem Mi?,Bilmem Mi?,Sefo,2021-07-09,QMFME2103846,4144,20.8,146709792,28310,3244623,41.0,321931791,1362201,216003,"25,515,966",539098923,4574297,14,5698,,6,28380,,,,,854741,0,7,Friday
4182,Tattoo - Remix with Camilo,Tattoo (Remix),Rauw Alejandro,2020-07-09,USSD12000188,4160,20.8,623875921,59902,22906497,66.0,22048904,303027,1400298,"56,867,167",550568367,10054807,133,25423,,30,385759,14,28096261,6498,1995246,1587660,0,7,Thursday
4183,Ready For Love,BORN PINK,BLACKPINK,2022-09-16,KRA402200029,4163,20.8,115237552,9312,6682567,55.0,243509528,5870222,12395,"7,237,020",51526563,7676873,2,834,,2,80569,15,885996,476,,270240,0,9,Friday
4184,Tombstone,Tombstone,Rod Wave,2021-03-24,USLD91731547,4164,20.8,137924605,30692,2764081,62.0,192748584,1699888,80511,"23,471,473",142222723,277558051,26,72494,91,1,,9,75417301,47758,,748828,1,3,Wednesday
4185,From the Start,From the Start,Good Kid,2023-11-10,QZW9K2346702,4143,20.8,55080421,11926,3221528,71.0,23281919,434199,,"999,225",7597358,,,113,,,,,321187,435,1214062,124612,0,11,Friday
4186,Pyramide,Pyramide,Werenoi,2024-02-15,FR10S2436039,4166,20.8,38079739,4948,4742178,66.0,19594813,135889,,,,86313983,20,3624,,14,5731293,11,,,,336585,1,2,Thursday
4187,ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,Galibri & Mavik,2021-05-19,RUA1D2117031,4149,20.8,25149668,13174,603919,48.0,406717108,1567948,242400,"41,005,985",987819837,551347,17,282,,1,56252,,,,,2098943,0,5,Wednesday
4188,Sobran Motivos,Sobran Motivos - Single,Conjunto Rienda Real,2023-02-10,USA2P2304907,4171,20.7,145707423,11288,6908229,67.0,100716156,595346,,,,,,212,,,,2,19380361,7761,2490102,566844,0,2,Friday
4189,Tacata (Remix),Tacata (Remix),Tiagz,2023-12-22,USA2P2363165,4178,20.7,100634965,8790,29458776,,19367095,200936,,,,1215044371,5,1910,,2,3193,5,408770,1903,,291674,1,12,Friday
4190,Million Reasons,Million Reasons,Lady Gaga,2016-10-06,USUM71609736,4175,20.7,825465124,71034,28288082,69.0,567425578,4410512,121710,"4,303,879",38088467,1174849,106,4311,59,38,199760,54,158881679,90725,,4351780,0,10,Thursday
4191,Can't Have Mine,Can't Have Mine - Single,Dylan Scott,2022-02-18,USCRB2200013,4170,20.7,98538888,14642,4147528,60.0,16119088,140631,100893,"6,565,030",66770114,299226,15,211013,41,1,87320,13,65659307,5819,,532133,0,2,Friday
4192,supï¿½ï,supï¿½ï,ýýýýýýýýýý,2023-08-11,QZPLS2305099,4188,20.7,63642484,15618,1035077,65.0,15786520,508672,305600,"89,199,660",833809283,,1,,,,,,89501,93,,400490,0,8,Friday
4193,What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Diane Guerrero,2021-11-19,USWD12112916,4186,20.7,186607065,18815,9312393,62.0,278576205,1476391,,"44,231,105",371511075,65338805,14,220,,,,2,36298502,27656,,142768,0,11,Friday
